Customer_ID,Customer_Name,Customer_Location,Customer_Segment,Customer_Age,Customer_Gender,Customer_Acquisition_Date,Customer_Feedback
1208,Customer_1208,Mumbai,Premium,30,Male,2023-04-22,2.29
1209,Customer_1209,Delhi,First-time buyer,53,Other,2023-04-23,1.17
1210,Customer_1210,Hyderabad,First-time buyer,24,Male,2023-04-24,3.75
1211,Customer_1211,Chennai,Regular,27,Male,2023-04-25,2.86
1212,Customer_1212,Mumbai,First-time buyer,21,Male,2023-04-26,3.8
1213,Customer_1213,Hyderabad,Premium,42,Female,2023-04-27,2.39
1214,Customer_1214,Hyderabad,First-time buyer,21,Male,2023-04-28,2.09
1215,Customer_1215,Chennai,Premium,21,Female,2023-04-29,1.53
1216,Customer_1216,Mumbai,Regular,26,Other,2023-04-30,4.27
1217,Customer_1217,Bangalore,Premium,21,Female,2023-05-01,4.27
1218,Customer_1218,Delhi,Premium,32,Other,2023-05-02,4.51
1219,Customer_1219,Delhi,First-time buyer,34,Female,2023-05-03,2.63
1220,Customer_1220,Chennai,First-time buyer,37,Male,2023-05-04,1.6
1221,Customer_1221,Chennai,First-time buyer,29,Male,2023-05-05,4.56
1222,Customer_1222,Delhi,Premium,65,Other,2023-05-06,3.9
1223,Customer_1223,Mumbai,First-time buyer,57,Female,2023-05-07,4.88
1224,Customer_1224,Chennai,Regular,23,Other,2023-05-08,4.09
1225,Customer_1225,Chennai,First-time buyer,43,Female,2023-05-09,3.18
1226,Customer_1226,Bangalore,First-time buyer,31,Female,2023-05-10,2.89
1227,Customer_1227,Delhi,First-time buyer,55,Female,2023-05-11,2.71
1228,Customer_1228,Hyderabad,First-time buyer,28,Male,2023-05-12,2.17
1229,Customer_1229,Chennai,Premium,27,Male,2023-05-13,3.96
1230,Customer_1230,Mumbai,Regular,45,Male,2023-05-14,3.64
1231,Customer_1231,Chennai,Premium,47,Female,2023-05-15,4.59
1232,Customer_1232,Hyderabad,First-time buyer,26,Other,2023-05-16,3.8
1233,Customer_1233,Chennai,First-time buyer,19,Male,2023-05-17,2.65
1234,Customer_1234,Mumbai,Regular,51,Male,2023-05-18,3.67
1235,Customer_1235,Mumbai,First-time buyer,66,Female,2023-05-19,3.54
1236,Customer_1236,Hyderabad,Premium,61,Male,2023-05-20,3.38
1237,Customer_1237,Hyderabad,First-time buyer,65,Female,2023-05-21,1.16
1238,Customer_1238,Hyderabad,Regular,30,Female,2023-05-22,4.61
1239,Customer_1239,Chennai,First-time buyer,28,Other,2023-05-23,4.76
1240,Customer_1240,Delhi,First-time buyer,28,Other,2023-05-24,4.16
1241,Customer_1241,Hyderabad,First-time buyer,37,Female,2023-05-25,4.11
1242,Customer_1242,Delhi,First-time buyer,20,Male,2023-05-26,1.08
1243,Customer_1243,Chennai,First-time buyer,28,Male,2023-05-27,3.89
1244,Customer_1244,Bangalore,Premium,27,Male,2023-05-28,3.87
1245,Customer_1245,Bangalore,First-time buyer,22,Other,2023-05-29,2.15
1246,Customer_1246,Hyderabad,Regular,52,Female,2023-05-30,2.38
1247,Customer_1247,Mumbai,Premium,23,Female,2023-05-31,3.59
1248,Customer_1248,Delhi,First-time buyer,40,Other,2023-06-01,2.38
1249,Customer_1249,Bangalore,Premium,49,Male,2023-06-02,2.93
1250,Customer_1250,Delhi,Regular,25,Male,2023-06-03,4.63
1251,Customer_1251,Chennai,First-time buyer,62,Female,2023-06-04,1.52
1252,Customer_1252,Delhi,Premium,21,Male,2023-06-05,1.73
1253,Customer_1253,Hyderabad,Regular,56,Male,2023-06-06,2.54
1254,Customer_1254,Mumbai,First-time buyer,43,Male,2023-06-07,2.23
1255,Customer_1255,Delhi,Regular,41,Other,2023-06-08,2.27
1256,Customer_1256,Mumbai,First-time buyer,55,Male,2023-06-09,4.37
1257,Customer_1257,Delhi,Premium,52,Male,2023-06-10,2.89
1258,Customer_1258,Delhi,Premium,59,Female,2023-06-11,3.04
1259,Customer_1259,Delhi,Premium,52,Female,2023-06-12,1.33
1260,Customer_1260,Delhi,Premium,19,Other,2023-06-13,4.95
1261,Customer_1261,Delhi,First-time buyer,52,Female,2023-06-14,3.45
1262,Customer_1262,Chennai,Regular,68,Female,2023-06-15,4.35
1263,Customer_1263,Chennai,Regular,67,Other,2023-06-16,1.19
1264,Customer_1264,Chennai,Premium,56,Other,2023-06-17,2.62
1265,Customer_1265,Chennai,First-time buyer,53,Male,2023-06-18,1.96
1266,Customer_1266,Mumbai,Premium,63,Other,2023-06-19,3.98
1267,Customer_1267,Mumbai,Regular,44,Other,2023-06-20,1.93
1268,Customer_1268,Mumbai,Premium,49,Male,2023-06-21,4.72
1269,Customer_1269,Bangalore,Regular,30,Female,2023-06-22,1.84
1270,Customer_1270,Bangalore,Regular,57,Male,2023-06-23,1.38
1271,Customer_1271,Delhi,Regular,50,Male,2023-06-24,1.74
1272,Customer_1272,Hyderabad,Regular,19,Female,2023-06-25,4.27
1273,Customer_1273,Mumbai,Premium,60,Other,2023-06-26,4.15
1274,Customer_1274,Bangalore,First-time buyer,54,Male,2023-06-27,3.08
1275,Customer_1275,Mumbai,Regular,66,Male,2023-06-28,1.1
1276,Customer_1276,Hyderabad,Premium,60,Male,2023-06-29,2.03
1277,Customer_1277,Bangalore,Premium,53,Other,2023-06-30,3.55
1278,Customer_1278,Mumbai,First-time buyer,42,Female,2023-07-01,1.43
1279,Customer_1279,Chennai,First-time buyer,28,Female,2023-07-02,4.0
1280,Customer_1280,Bangalore,Premium,60,Female,2023-07-03,4.92
1281,Customer_1281,Hyderabad,Premium,31,Female,2023-07-04,1.04
1282,Customer_1282,Mumbai,Regular,30,Other,2023-07-05,2.68
1283,Customer_1283,Hyderabad,Premium,42,Female,2023-07-06,3.81
1284,Customer_1284,Chennai,First-time buyer,56,Other,2023-07-07,2.1
1285,Customer_1285,Delhi,Premium,22,Other,2023-07-08,4.96
1286,Customer_1286,Mumbai,Regular,22,Female,2023-07-09,3.34
1287,Customer_1287,Bangalore,First-time buyer,21,Other,2023-07-10,2.6
1288,Customer_1288,Chennai,First-time buyer,47,Male,2023-07-11,3.25
1289,Customer_1289,Chennai,Premium,35,Female,2023-07-12,1.2
1290,Customer_1290,Mumbai,Regular,44,Female,2023-07-13,1.69
1291,Customer_1291,Delhi,Regular,41,Other,2023-07-14,3.26
1292,Customer_1292,Mumbai,Premium,50,Male,2023-07-15,4.82
1293,Customer_1293,Mumbai,Premium,44,Other,2023-07-16,4.65
1294,Customer_1294,Bangalore,First-time buyer,41,Male,2023-07-17,4.93
1295,Customer_1295,Delhi,Regular,61,Male,2023-07-18,1.76
1296,Customer_1296,Chennai,Premium,49,Female,2023-07-19,4.1
1297,Customer_1297,Mumbai,Regular,62,Female,2023-07-20,4.3
1298,Customer_1298,Bangalore,Regular,31,Male,2023-07-21,4.47
1299,Customer_1299,Mumbai,Premium,69,Female,2023-07-22,4.47
1300,Customer_1300,Delhi,Regular,22,Female,2023-07-23,1.47
1301,Customer_1301,Chennai,Premium,24,Male,2023-07-24,1.71
1302,Customer_1302,Hyderabad,Premium,55,Other,2023-07-25,3.71
1303,Customer_1303,Hyderabad,Regular,21,Other,2023-07-26,1.8
1304,Customer_1304,Hyderabad,Premium,51,Other,2023-07-27,2.85
1305,Customer_1305,Bangalore,Regular,53,Male,2023-07-28,2.18
1306,Customer_1306,Hyderabad,Regular,29,Other,2023-07-29,1.34
1307,Customer_1307,Mumbai,Premium,19,Female,2023-07-30,4.21
1308,Customer_1308,Mumbai,First-time buyer,38,Male,2023-07-31,4.37
1309,Customer_1309,Hyderabad,Regular,25,Male,2023-08-01,3.49
1310,Customer_1310,Chennai,First-time buyer,64,Male,2023-08-02,1.92
1311,Customer_1311,Chennai,Premium,41,Other,2023-08-03,4.7
1312,Customer_1312,Chennai,First-time buyer,51,Female,2023-08-04,1.55
1313,Customer_1313,Mumbai,Premium,47,Female,2023-08-05,1.75
1314,Customer_1314,Hyderabad,First-time buyer,22,Female,2023-08-06,1.86
1315,Customer_1315,Delhi,Premium,21,Other,2023-08-07,3.81
1316,Customer_1316,Delhi,Regular,59,Female,2023-08-08,2.0
1317,Customer_1317,Delhi,Regular,40,Female,2023-08-09,1.2
1318,Customer_1318,Bangalore,First-time buyer,34,Female,2023-08-10,3.09
1319,Customer_1319,Delhi,Regular,32,Other,2023-08-11,4.93
1320,Customer_1320,Chennai,Premium,36,Other,2023-08-12,2.68
1321,Customer_1321,Bangalore,Regular,18,Other,2023-08-13,4.99
1322,Customer_1322,Chennai,Regular,62,Other,2023-08-14,3.96
1323,Customer_1323,Chennai,Premium,67,Male,2023-08-15,1.71
1324,Customer_1324,Hyderabad,Regular,30,Male,2023-08-16,3.1
1325,Customer_1325,Bangalore,Regular,22,Male,2023-08-17,1.73
1326,Customer_1326,Hyderabad,Regular,51,Other,2023-08-18,1.59
1327,Customer_1327,Mumbai,First-time buyer,26,Other,2023-08-19,3.41
1328,Customer_1328,Mumbai,Premium,35,Other,2023-08-20,3.56
1329,Customer_1329,Chennai,Regular,26,Other,2023-08-21,1.4
1330,Customer_1330,Mumbai,Regular,42,Male,2023-08-22,2.38
1331,Customer_1331,Delhi,Regular,43,Female,2023-08-23,2.93
1332,Customer_1332,Hyderabad,First-time buyer,47,Female,2023-08-24,4.23
1333,Customer_1333,Delhi,Premium,54,Female,2023-08-25,1.81
1334,Customer_1334,Bangalore,Regular,68,Male,2023-08-26,2.56
1335,Customer_1335,Chennai,First-time buyer,47,Other,2023-08-27,3.32
1336,Customer_1336,Hyderabad,Premium,19,Male,2023-08-28,1.65
1337,Customer_1337,Delhi,First-time buyer,48,Other,2023-08-29,1.2
1338,Customer_1338,Chennai,Regular,36,Female,2023-08-30,2.8
1339,Customer_1339,Mumbai,First-time buyer,47,Female,2023-08-31,2.67
1340,Customer_1340,Chennai,First-time buyer,62,Female,2023-09-01,3.44
1341,Customer_1341,Delhi,First-time buyer,21,Other,2023-09-02,3.94
1342,Customer_1342,Mumbai,Premium,65,Female,2023-09-03,3.06
1343,Customer_1343,Bangalore,Regular,22,Other,2023-09-04,3.46
1344,Customer_1344,Chennai,First-time buyer,49,Male,2023-09-05,1.14
1345,Customer_1345,Delhi,Regular,32,Other,2023-09-06,3.82
1346,Customer_1346,Hyderabad,Premium,67,Female,2023-09-07,3.34
1347,Customer_1347,Bangalore,Premium,40,Other,2023-09-08,1.17
1348,Customer_1348,Mumbai,First-time buyer,55,Other,2023-09-09,3.49
1349,Customer_1349,Bangalore,Premium,33,Other,2023-09-10,1.47
1350,Customer_1350,Bangalore,Regular,60,Female,2023-09-11,1.45
1351,Customer_1351,Mumbai,Regular,55,Male,2023-09-12,1.93
1352,Customer_1352,Chennai,First-time buyer,54,Female,2023-09-13,4.99
1353,Customer_1353,Delhi,Regular,32,Other,2023-09-14,4.14
1354,Customer_1354,Bangalore,Premium,42,Male,2023-09-15,3.91
1355,Customer_1355,Chennai,First-time buyer,45,Male,2023-09-16,3.05
1356,Customer_1356,Mumbai,Regular,27,Male,2023-09-17,3.48
1357,Customer_1357,Bangalore,Premium,21,Other,2023-09-18,1.1
1358,Customer_1358,Hyderabad,First-time buyer,33,Other,2023-09-19,4.11
1359,Customer_1359,Bangalore,First-time buyer,54,Other,2023-09-20,1.44
1360,Customer_1360,Mumbai,Regular,31,Other,2023-09-21,3.27
1361,Customer_1361,Mumbai,Premium,38,Other,2023-09-22,1.31
1362,Customer_1362,Bangalore,Regular,55,Female,2023-09-23,3.05
1363,Customer_1363,Mumbai,Regular,43,Male,2023-09-24,3.1
1364,Customer_1364,Hyderabad,Premium,56,Female,2023-09-25,1.14
1365,Customer_1365,Mumbai,Regular,51,Male,2023-09-26,3.82
1366,Customer_1366,Chennai,Premium,51,Male,2023-09-27,4.18
1367,Customer_1367,Delhi,Premium,67,Other,2023-09-28,3.02
1368,Customer_1368,Bangalore,Regular,18,Male,2023-09-29,3.5
1369,Customer_1369,Delhi,First-time buyer,18,Other,2023-09-30,3.79
1370,Customer_1370,Delhi,Regular,44,Male,2023-10-01,1.98
1371,Customer_1371,Bangalore,First-time buyer,42,Male,2023-10-02,3.82
1372,Customer_1372,Mumbai,Premium,37,Male,2023-10-03,3.81
1373,Customer_1373,Delhi,First-time buyer,68,Male,2023-10-04,2.87
1374,Customer_1374,Hyderabad,First-time buyer,48,Other,2023-10-05,2.37
1375,Customer_1375,Hyderabad,Premium,22,Other,2023-10-06,3.29
1376,Customer_1376,Mumbai,Premium,62,Female,2023-10-07,4.41
1377,Customer_1377,Delhi,Premium,68,Male,2023-10-08,3.82
1378,Customer_1378,Hyderabad,Regular,67,Other,2023-10-09,4.84
1379,Customer_1379,Mumbai,First-time buyer,59,Other,2023-10-10,2.9
1380,Customer_1380,Hyderabad,Premium,43,Other,2023-10-11,1.03
1381,Customer_1381,Chennai,Premium,49,Female,2023-10-12,3.31
1382,Customer_1382,Hyderabad,Regular,45,Male,2023-10-13,4.33
1383,Customer_1383,Delhi,First-time buyer,36,Male,2023-10-14,3.18
1384,Customer_1384,Chennai,First-time buyer,66,Female,2023-10-15,1.85
1385,Customer_1385,Chennai,Regular,50,Male,2023-10-16,3.87
1386,Customer_1386,Mumbai,Premium,69,Other,2023-10-17,4.61
1387,Customer_1387,Hyderabad,Regular,69,Female,2023-10-18,1.33
1388,Customer_1388,Delhi,Regular,45,Male,2023-10-19,3.41
1389,Customer_1389,Hyderabad,Premium,30,Female,2023-10-20,3.87
1390,Customer_1390,Hyderabad,Regular,39,Other,2023-10-21,2.29
1391,Customer_1391,Chennai,Regular,55,Female,2023-10-22,4.13
1392,Customer_1392,Mumbai,Premium,28,Female,2023-10-23,2.24
1393,Customer_1393,Mumbai,Regular,45,Female,2023-10-24,4.82
1394,Customer_1394,Hyderabad,First-time buyer,40,Female,2023-10-25,4.59
1395,Customer_1395,Chennai,First-time buyer,48,Female,2023-10-26,2.67
1396,Customer_1396,Chennai,Regular,47,Male,2023-10-27,2.67
1397,Customer_1397,Bangalore,Premium,42,Female,2023-10-28,2.89
1398,Customer_1398,Delhi,First-time buyer,22,Female,2023-10-29,4.88
1399,Customer_1399,Mumbai,First-time buyer,41,Female,2023-10-30,2.05
1400,Customer_1400,Chennai,First-time buyer,56,Male,2023-10-31,3.62
1401,Customer_1401,Bangalore,First-time buyer,49,Male,2023-11-01,2.89
1402,Customer_1402,Mumbai,First-time buyer,69,Female,2023-11-02,3.42
1403,Customer_1403,Chennai,Premium,19,Other,2023-11-03,1.94
1404,Customer_1404,Chennai,First-time buyer,35,Male,2023-11-04,2.83
1405,Customer_1405,Bangalore,Regular,51,Other,2023-11-05,3.08
1406,Customer_1406,Delhi,Regular,27,Other,2023-11-06,1.02
1407,Customer_1407,Chennai,First-time buyer,28,Other,2023-11-07,1.31
1408,Customer_1408,Chennai,Premium,18,Other,2023-11-08,4.36
1409,Customer_1409,Mumbai,Regular,44,Other,2023-11-09,2.03
1410,Customer_1410,Mumbai,Premium,27,Other,2023-11-10,3.81
1411,Customer_1411,Mumbai,Premium,58,Male,2023-11-11,1.36
1412,Customer_1412,Delhi,First-time buyer,52,Female,2023-11-12,4.31
1413,Customer_1413,Delhi,First-time buyer,41,Male,2023-11-13,4.04
1414,Customer_1414,Mumbai,First-time buyer,36,Female,2023-11-14,4.06
1415,Customer_1415,Bangalore,First-time buyer,37,Male,2023-11-15,3.19
1416,Customer_1416,Chennai,First-time buyer,35,Other,2023-11-16,4.68
1417,Customer_1417,Bangalore,First-time buyer,43,Female,2023-11-17,2.54
1418,Customer_1418,Mumbai,Regular,66,Other,2023-11-18,2.0
1419,Customer_1419,Hyderabad,Premium,52,Male,2023-11-19,3.93
1420,Customer_1420,Hyderabad,Regular,61,Female,2023-11-20,4.22
1421,Customer_1421,Bangalore,Premium,60,Other,2023-11-21,4.98
1422,Customer_1422,Mumbai,Regular,60,Female,2023-11-22,5.0
1423,Customer_1423,Chennai,Regular,61,Male,2023-11-23,4.02
1424,Customer_1424,Bangalore,Regular,22,Other,2023-11-24,4.27
1425,Customer_1425,Hyderabad,First-time buyer,30,Female,2023-11-25,2.09
1426,Customer_1426,Bangalore,Premium,69,Female,2023-11-26,4.19
1427,Customer_1427,Delhi,First-time buyer,41,Male,2023-11-27,4.15
1428,Customer_1428,Hyderabad,Premium,33,Male,2023-11-28,4.33
1429,Customer_1429,Chennai,Premium,31,Male,2023-11-29,1.32
1430,Customer_1430,Bangalore,Regular,62,Male,2023-11-30,1.76
1431,Customer_1431,Mumbai,Regular,45,Other,2023-12-01,4.89
1432,Customer_1432,Delhi,First-time buyer,46,Female,2023-12-02,4.1
1433,Customer_1433,Bangalore,Premium,65,Female,2023-12-03,2.96
1434,Customer_1434,Hyderabad,Premium,48,Male,2023-12-04,2.59
1435,Customer_1435,Hyderabad,First-time buyer,41,Female,2023-12-05,3.48
1436,Customer_1436,Mumbai,Premium,58,Female,2023-12-06,1.68
1437,Customer_1437,Mumbai,First-time buyer,32,Female,2023-12-07,4.22
1438,Customer_1438,Hyderabad,Regular,41,Male,2023-12-08,2.22
1439,Customer_1439,Hyderabad,Premium,49,Other,2023-12-09,2.8
1440,Customer_1440,Hyderabad,Regular,48,Female,2023-12-10,4.5
1441,Customer_1441,Chennai,First-time buyer,39,Male,2023-12-11,1.72
1442,Customer_1442,Bangalore,Regular,63,Female,2023-12-12,3.72
1443,Customer_1443,Hyderabad,Premium,20,Male,2023-12-13,4.94
1444,Customer_1444,Delhi,Regular,69,Other,2023-12-14,1.0
1445,Customer_1445,Hyderabad,Premium,27,Other,2023-12-15,3.98
1446,Customer_1446,Chennai,Premium,36,Female,2023-12-16,2.04
1447,Customer_1447,Hyderabad,Premium,60,Female,2023-12-17,1.07
1448,Customer_1448,Mumbai,First-time buyer,59,Male,2023-12-18,4.37
1449,Customer_1449,Chennai,Regular,41,Male,2023-12-19,4.09
1450,Customer_1450,Hyderabad,Regular,59,Female,2023-12-20,1.24
1451,Customer_1451,Chennai,Premium,57,Female,2023-12-21,3.03
1452,Customer_1452,Hyderabad,Premium,50,Female,2023-12-22,1.0
1453,Customer_1453,Bangalore,Regular,44,Female,2023-12-23,4.14
1454,Customer_1454,Delhi,Premium,54,Male,2023-12-24,1.9
1455,Customer_1455,Mumbai,Premium,51,Male,2023-12-25,4.45
1456,Customer_1456,Mumbai,First-time buyer,45,Female,2023-12-26,3.86
1457,Customer_1457,Chennai,Premium,34,Female,2023-12-27,2.52
1458,Customer_1458,Delhi,First-time buyer,57,Other,2023-12-28,2.39
1459,Customer_1459,Mumbai,Regular,66,Other,2023-12-29,4.05
1460,Customer_1460,Delhi,First-time buyer,34,Male,2023-12-30,1.53
1461,Customer_1461,Delhi,First-time buyer,44,Male,2023-12-31,3.61
1462,Customer_1462,Delhi,Premium,69,Female,2024-01-01,1.83
1463,Customer_1463,Hyderabad,Premium,69,Other,2024-01-02,3.17
1464,Customer_1464,Bangalore,First-time buyer,59,Other,2024-01-03,1.64
1465,Customer_1465,Mumbai,Premium,51,Other,2024-01-04,2.0
1466,Customer_1466,Chennai,Premium,36,Other,2024-01-05,2.32
1467,Customer_1467,Hyderabad,First-time buyer,24,Female,2024-01-06,2.1
1468,Customer_1468,Hyderabad,Regular,40,Female,2024-01-07,4.26
1469,Customer_1469,Hyderabad,Premium,46,Male,2024-01-08,3.94
1470,Customer_1470,Delhi,First-time buyer,42,Other,2024-01-09,2.77
1471,Customer_1471,Delhi,First-time buyer,62,Other,2024-01-10,4.29
1472,Customer_1472,Mumbai,Premium,55,Other,2024-01-11,3.41
1473,Customer_1473,Mumbai,First-time buyer,35,Other,2024-01-12,3.49
1474,Customer_1474,Chennai,Premium,24,Male,2024-01-13,4.06
1475,Customer_1475,Hyderabad,First-time buyer,30,Other,2024-01-14,1.22
1476,Customer_1476,Mumbai,First-time buyer,35,Male,2024-01-15,4.22
1477,Customer_1477,Hyderabad,Regular,38,Female,2024-01-16,2.76
1478,Customer_1478,Delhi,First-time buyer,30,Female,2024-01-17,2.98
1479,Customer_1479,Chennai,First-time buyer,36,Female,2024-01-18,1.45
1480,Customer_1480,Hyderabad,First-time buyer,59,Female,2024-01-19,1.7
1481,Customer_1481,Bangalore,Premium,36,Other,2024-01-20,2.24
1482,Customer_1482,Mumbai,First-time buyer,69,Female,2024-01-21,2.96
1483,Customer_1483,Delhi,First-time buyer,56,Female,2024-01-22,1.01
1484,Customer_1484,Hyderabad,Regular,23,Other,2024-01-23,3.44
1485,Customer_1485,Delhi,First-time buyer,33,Other,2024-01-24,4.56
1486,Customer_1486,Hyderabad,First-time buyer,37,Female,2024-01-25,1.07
1487,Customer_1487,Bangalore,Premium,53,Other,2024-01-26,2.42
1488,Customer_1488,Hyderabad,Regular,52,Male,2024-01-27,1.4
1489,Customer_1489,Bangalore,First-time buyer,36,Female,2024-01-28,3.46
1490,Customer_1490,Delhi,Regular,58,Other,2024-01-29,4.31
1491,Customer_1491,Hyderabad,Regular,59,Male,2024-01-30,1.04
1492,Customer_1492,Chennai,Regular,58,Male,2024-01-31,2.27
1493,Customer_1493,Mumbai,Regular,46,Female,2024-02-01,3.27
1494,Customer_1494,Hyderabad,Premium,48,Male,2024-02-02,2.25
1495,Customer_1495,Hyderabad,Regular,42,Male,2024-02-03,4.56
1496,Customer_1496,Delhi,First-time buyer,51,Female,2024-02-04,1.18
1497,Customer_1497,Hyderabad,Premium,62,Female,2024-02-05,1.23
1498,Customer_1498,Hyderabad,First-time buyer,60,Male,2024-02-06,1.54
1499,Customer_1499,Hyderabad,Premium,54,Other,2024-02-07,3.33
1500,Customer_1500,Mumbai,Premium,61,Female,2024-02-08,2.67
1501,Customer_1501,Delhi,Regular,39,Other,2024-02-09,4.66
1502,Customer_1502,Mumbai,Premium,23,Female,2024-02-10,2.71
1503,Customer_1503,Bangalore,Premium,31,Male,2024-02-11,3.69
1504,Customer_1504,Chennai,Premium,48,Other,2024-02-12,3.71
1505,Customer_1505,Delhi,Regular,18,Other,2024-02-13,2.5
1506,Customer_1506,Bangalore,Premium,20,Male,2024-02-14,4.94
1507,Customer_1507,Mumbai,First-time buyer,61,Male,2024-02-15,2.02
1508,Customer_1508,Bangalore,Regular,46,Female,2024-02-16,2.77
1509,Customer_1509,Delhi,Premium,31,Male,2024-02-17,3.67
1510,Customer_1510,Chennai,Regular,54,Female,2024-02-18,3.51
1511,Customer_1511,Hyderabad,First-time buyer,60,Male,2024-02-19,1.34
1512,Customer_1512,Delhi,Regular,50,Female,2024-02-20,3.59
1513,Customer_1513,Bangalore,First-time buyer,40,Female,2024-02-21,3.04
1514,Customer_1514,Bangalore,Premium,48,Female,2024-02-22,4.28
1515,Customer_1515,Mumbai,Regular,28,Other,2024-02-23,1.76
1516,Customer_1516,Mumbai,Regular,42,Other,2024-02-24,3.26
1517,Customer_1517,Hyderabad,Premium,33,Other,2024-02-25,2.73
1518,Customer_1518,Hyderabad,First-time buyer,53,Female,2024-02-26,2.72
1519,Customer_1519,Bangalore,Regular,31,Other,2024-02-27,4.77
1520,Customer_1520,Mumbai,Regular,54,Other,2024-02-28,2.61
1521,Customer_1521,Delhi,Regular,68,Female,2024-02-29,2.61
1522,Customer_1522,Delhi,Regular,61,Female,2024-03-01,4.92
1523,Customer_1523,Chennai,Premium,32,Female,2024-03-02,4.23
1524,Customer_1524,Chennai,Regular,30,Male,2024-03-03,1.93
1525,Customer_1525,Mumbai,Regular,23,Female,2024-03-04,2.27
1526,Customer_1526,Bangalore,Premium,26,Female,2024-03-05,3.59
1527,Customer_1527,Bangalore,Regular,41,Other,2024-03-06,2.3
1528,Customer_1528,Hyderabad,Regular,32,Other,2024-03-07,3.17
1529,Customer_1529,Hyderabad,Regular,67,Male,2024-03-08,3.33
1530,Customer_1530,Mumbai,First-time buyer,68,Other,2024-03-09,2.36
1531,Customer_1531,Delhi,First-time buyer,58,Female,2024-03-10,4.47
1532,Customer_1532,Hyderabad,Premium,61,Female,2024-03-11,2.41
1533,Customer_1533,Delhi,Premium,19,Female,2024-03-12,1.19
1534,Customer_1534,Chennai,First-time buyer,19,Other,2024-03-13,2.08
1535,Customer_1535,Bangalore,Regular,66,Other,2024-03-14,1.01
1536,Customer_1536,Bangalore,Regular,28,Other,2024-03-15,4.08
1537,Customer_1537,Delhi,First-time buyer,43,Female,2024-03-16,1.34
1538,Customer_1538,Mumbai,First-time buyer,38,Male,2024-03-17,3.51
1539,Customer_1539,Bangalore,First-time buyer,50,Female,2024-03-18,3.25
1540,Customer_1540,Mumbai,Premium,37,Male,2024-03-19,1.67
1541,Customer_1541,Delhi,Regular,50,Male,2024-03-20,3.92
1542,Customer_1542,Delhi,Premium,45,Male,2024-03-21,1.81
1543,Customer_1543,Delhi,First-time buyer,52,Other,2024-03-22,3.41
1544,Customer_1544,Bangalore,First-time buyer,58,Other,2024-03-23,1.76
1545,Customer_1545,Bangalore,First-time buyer,19,Male,2024-03-24,3.92
1546,Customer_1546,Mumbai,Premium,28,Other,2024-03-25,3.78
1547,Customer_1547,Chennai,First-time buyer,25,Female,2024-03-26,4.56
1548,Customer_1548,Hyderabad,Regular,35,Male,2024-03-27,3.1
1549,Customer_1549,Hyderabad,Premium,69,Other,2024-03-28,4.27
1550,Customer_1550,Mumbai,Premium,50,Male,2024-03-29,3.01
1551,Customer_1551,Chennai,Regular,44,Male,2024-03-30,1.59
1552,Customer_1552,Hyderabad,Premium,41,Male,2024-03-31,2.54
1553,Customer_1553,Hyderabad,First-time buyer,37,Male,2024-04-01,2.12
1554,Customer_1554,Chennai,Regular,36,Male,2024-04-02,2.78
1555,Customer_1555,Delhi,Premium,62,Other,2024-04-03,1.47
1556,Customer_1556,Chennai,Regular,22,Female,2024-04-04,3.79
1557,Customer_1557,Mumbai,Premium,35,Male,2024-04-05,3.66
1558,Customer_1558,Delhi,Regular,42,Other,2024-04-06,1.73
1559,Customer_1559,Hyderabad,Regular,34,Other,2024-04-07,3.43
1560,Customer_1560,Chennai,Premium,35,Male,2024-04-08,4.99
1561,Customer_1561,Hyderabad,First-time buyer,61,Other,2024-04-09,1.18
1562,Customer_1562,Mumbai,First-time buyer,44,Female,2024-04-10,1.05
1563,Customer_1563,Hyderabad,Premium,28,Male,2024-04-11,2.96
1564,Customer_1564,Mumbai,First-time buyer,52,Other,2024-04-12,3.58
1565,Customer_1565,Mumbai,Premium,21,Male,2024-04-13,1.7
1566,Customer_1566,Chennai,First-time buyer,64,Other,2024-04-14,3.04
1567,Customer_1567,Mumbai,First-time buyer,59,Male,2024-04-15,3.29
1568,Customer_1568,Mumbai,Regular,55,Other,2024-04-16,2.61
1569,Customer_1569,Mumbai,Regular,35,Female,2024-04-17,3.84
1570,Customer_1570,Bangalore,Regular,32,Female,2024-04-18,3.47
1571,Customer_1571,Bangalore,Regular,53,Female,2024-04-19,4.83
1572,Customer_1572,Bangalore,Premium,37,Male,2024-04-20,4.08
1573,Customer_1573,Delhi,Premium,31,Female,2024-04-21,3.52
1574,Customer_1574,Delhi,Regular,40,Female,2024-04-22,2.92
1575,Customer_1575,Hyderabad,First-time buyer,42,Male,2024-04-23,2.6
1576,Customer_1576,Chennai,Regular,19,Female,2024-04-24,1.29
1577,Customer_1577,Hyderabad,Regular,67,Male,2024-04-25,1.88
1578,Customer_1578,Delhi,First-time buyer,40,Male,2024-04-26,1.42
1579,Customer_1579,Mumbai,Regular,66,Female,2024-04-27,3.94
1580,Customer_1580,Delhi,First-time buyer,40,Other,2024-04-28,4.17
1581,Customer_1581,Hyderabad,Regular,56,Female,2024-04-29,1.74
1582,Customer_1582,Hyderabad,First-time buyer,59,Male,2024-04-30,1.91
1583,Customer_1583,Bangalore,First-time buyer,33,Male,2024-05-01,2.49
1584,Customer_1584,Hyderabad,Premium,40,Other,2024-05-02,4.33
1585,Customer_1585,Bangalore,First-time buyer,59,Other,2024-05-03,4.91
